Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Random Date
PORSCHE,Cayenne,SUV - STANDARD,3.0,6,AS8,Z,12.5,10.0,11.4,25,265,2011-10-22
PORSCHE,Cayenne S,SUV - STANDARD,2.9,6,AS8,Z,12.9,10.4,11.8,24,275,2016-03-27
PORSCHE,Cayenne Turbo,SUV - STANDARD,4.0,8,AS8,Z,15.6,12.4,14.1,20,329,2013-11-02
PORSCHE,Cayman,TWO-SEATER,2.0,4,AM7,Z,10.5,8.0,9.4,30,219,2000-03-20
PORSCHE,Cayman,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,2000-01-15
PORSCHE,Cayman GTS,TWO-SEATER,2.5,4,AM7,Z,11.8,9.2,10.6,27,249,2007-08-24
PORSCHE,Cayman GTS,TWO-SEATER,2.5,4,M6,Z,12.3,9.4,11.0,26,257,2009-03-09
PORSCHE,Cayman S,TWO-SEATER,2.5,4,AM7,Z,11.1,8.4,9.9,29,231,2005-10-09
PORSCHE,Cayman S,TWO-SEATER,2.5,4,M6,Z,12.1,9.0,10.7,26,249,2015-12-22
PORSCHE,Macan,SUV - SMALL,2.0,4,AM7,Z,12.2,10.2,11.3,25,264,2006-11-04
PORSCHE,Macan S,SUV - SMALL,3.0,6,AM7,Z,12.9,10.2,11.7,24,272,2021-07-21
PORSCHE,Panamera,FULL-SIZE,3.0,6,AM8,Z,12.4,8.7,10.7,26,250,2019-12-28
PORSCHE,Panamera 4,FULL-SIZE,3.0,6,AM8,Z,12.4,9.0,10.9,26,253,2008-10-30
PORSCHE,Panamera 4 Executive,FULL-SIZE,3.0,6,AM8,Z,12.4,9.0,10.9,26,253,2000-08-02
PORSCHE,Panamera 4 ST,FULL-SIZE,3.0,6,AM8,Z,12.2,8.9,10.7,26,250,2014-05-03
PORSCHE,Panamera 4S,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261,2012-07-18
PORSCHE,Panamera 4S Executive,FULL-SIZE,2.9,6,AM8,Z,13.1,8.9,11.2,25,261,2006-05-10
PORSCHE,Panamera 4S ST,FULL-SIZE,2.9,6,AM8,Z,13.1,9.8,11.6,24,273,2006-04-11
PORSCHE,Panamera GTS,FULL-SIZE,4.0,8,AM8,Z,14.5,10.2,12.6,22,295,2008-03-01
PORSCHE,Panamera GTS ST,FULL-SIZE,4.0,8,AM8,Z,15.7,10.5,13.4,21,313,2018-09-13
PORSCHE,Panamera Turbo,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261,2018-08-11
PORSCHE,Panamera Turbo Executive,FULL-SIZE,4.0,8,AM8,Z,12.8,9.2,11.2,25,261,2013-06-19
PORSCHE,Panamera Turbo ST,FULL-SIZE,4.0,8,AM8,Z,13.4,10.1,11.9,24,279,2016-05-18
RAM,1500 eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.9,9.4,10.8,26,253,2010-01-13
RAM,1500 HFE eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,11.6,9.0,10.4,27,246,2001-07-12
RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,10.5,13.6,21,320,2011-01-27
RAM,1500 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,10.3,12.4,23,290,2000-12-17
RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.2,9.7,11.1,25,260,2005-01-11
RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.0,13.8,20,325,2004-01-23
RAM,1500 4X4 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.3,11.1,12.9,22,302,2012-11-30
RAM,1500 Classic EcoDiesel,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.8,8.6,10.4,27,278,2016-01-10
RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.6,11.9,24,280,2007-06-14
RAM,1500 Classic FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.7,13.8,17.0,17,283,2005-10-13
RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.0,12.0,14.8,19,346,2018-10-30
RAM,1500 Classic,PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,11.0,13.6,21,319,2019-05-12
RAM,1500 Classic 4X4 EcoDiesel,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.3,8.8,10.8,26,289,2002-05-14
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.5,10.2,12.6,22,294,2017-09-19
RAM,1500 Classic 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.7,14.7,18.0,16,300,2005-11-17
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382,2004-03-14
RAM,1500 Classic 4X4,PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.1,11.5,14.0,20,328,2010-07-15
RAM,ProMaster City,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.3,9.9,29,232,2010-11-18
ROLLS-ROYCE,Cullinan,STATION WAGON - MID-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,2015-12-04
ROLLS-ROYCE,Dawn,COMPACT,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,2000-08-09
ROLLS-ROYCE,Ghost,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,2003-10-18
ROLLS-ROYCE,Ghost EWB,FULL-SIZE,6.6,12,AS8,Z,20.3,13.0,17.0,17,397,2011-02-20
ROLLS-ROYCE,Phantom,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,2008-04-14
ROLLS-ROYCE,Phantom EWB,FULL-SIZE,6.7,12,AS8,Z,20.0,11.8,16.3,17,382,2013-11-30
ROLLS-ROYCE,Wraith,MID-SIZE,6.6,12,AS8,Z,19.6,12.9,16.6,17,388,2012-10-15
SUBARU,Ascent AWD,SUV - STANDARD,2.4,4,AV8,X,11.6,9.0,10.4,27,244,2015-08-28
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.7,7.2,8.6,33,200,2006-07-12
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.2,8.3,9.9,29,231,2012-03-08
SUBARU,Crosstrek AWD,SUV - SMALL,2.0,4,AV7,X,8.8,7.2,8.1,35,188,2002-12-06
SUBARU,Crosstrek AWD,SUV - SMALL,2.0,4,M6,X,10.5,8.1,9.4,30,220,2020-08-14
SUBARU,Forester AWD,SUV - SMALL,2.5,4,AV7,X,9.0,7.2,8.2,34,192,2010-10-08
SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,AV7,X,8.3,6.4,7.5,38,174,2016-06-22
SUBARU,Impreza 4-Door AWD,MID-SIZE,2.0,4,M5,X,10.1,7.5,8.9,32,209,2002-04-18
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.6,7.6,37,177,2015-08-17
SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,M5,X,10.1,7.7,9.0,31,211,2018-12-13
SUBARU,Legacy AWD,MID-SIZE,2.5,4,AV7,X,9.3,7.0,8.2,34,193,2014-10-05
SUBARU,Legacy AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.3,10.3,27,241,2004-11-21
SUBARU,Outback AWD,SUV - SMALL,2.5,4,AV7,X,9.4,7.3,8.5,33,198,2000-01-26
SUBARU,Outback AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.7,10.5,27,247,2021-06-03
SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.6,9.6,11.2,25,256,2011-11-03
SUBARU,WRX AWD,COMPACT,2.0,4,M6,Z,11.3,8.5,10.0,28,235,2013-04-23
SUBARU,WRX STI AWD,COMPACT,2.5,4,M6,Z,14.3,10.7,12.7,22,296,2019-04-29
TOYOTA,4Runner 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,2014-07-02
TOYOTA,4Runner 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308,2012-12-02
TOYOTA,86,MINICOMPACT,2.0,4,AS6,Z,9.9,7.3,8.7,32,204,2004-08-17
TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,11.3,8.3,9.9,29,232,2003-06-17
TOYOTA,Avalon,MID-SIZE,3.5,6,AS8,X,10.9,7.6,9.4,30,220,2012-11-28
TOYOTA,Camry,MID-SIZE,2.5,4,AS8,X,8.1,5.7,6.9,41,164,2008-03-13
TOYOTA,Camry LE/SE,MID-SIZE,2.5,4,AS8,X,8.4,6.1,7.4,38,173,2003-06-15
TOYOTA,Camry XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.2,7.5,38,175,2005-10-13
TOYOTA,Camry,MID-SIZE,3.5,6,AS8,X,10.5,7.1,9.0,31,210,2008-01-20
TOYOTA,Camry XSE,MID-SIZE,3.5,6,AS8,X,10.7,7.4,9.2,31,215,2018-10-14
TOYOTA,Camry Hybrid LE,MID-SIZE,2.5,4,AV6,X,4.9,4.8,4.9,58,113,2013-07-15
TOYOTA,Camry Hybrid XLE/SE,MID-SIZE,2.5,4,AV6,X,5.3,5.0,5.1,55,121,2019-03-05
TOYOTA,C-HR,COMPACT,2.0,4,AS7,X,8.7,7.5,8.2,34,189,2017-02-08
TOYOTA,Corolla,MID-SIZE,1.8,4,AV,X,8.3,6.5,7.5,38,174,2017-06-15
TOYOTA,Corolla,MID-SIZE,1.8,4,AV7,X,8.3,6.7,7.6,37,178,2016-04-14
TOYOTA,Corolla,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178,2007-03-14
TOYOTA,Corolla LE Eco,MID-SIZE,1.8,4,AV,X,7.8,5.9,6.9,41,163,2008-03-21
TOYOTA,Corolla Hatchback,COMPACT,2.0,4,AV10,X,7.5,5.8,6.7,42,157,2008-12-11
TOYOTA,Corolla Hatchback,COMPACT,2.0,4,M6,X,8.4,6.3,7.5,38,174,2005-06-17
TOYOTA,Highlander,SUV - SMALL,3.5,6,AS8,X,11.8,8.7,10.3,27,243,2016-04-18
TOYOTA,Highlander AWD,SUV - STANDARD,3.5,6,AS8,X,12.1,9.0,10.6,27,250,2014-07-16
TOYOTA,Highlander AWD (Start/Stop System),SUV - STANDARD,3.5,6,AS8,X,12.0,8.9,10.6,27,248,2010-08-18
TOYOTA,Highlander AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242,2002-10-17
TOYOTA,Highlander Hybrid AWD,SUV - STANDARD,3.5,6,AV6,X,8.1,8.5,8.3,34,193,2020-06-05
TOYOTA,Prius,MID-SIZE,1.8,4,AV,X,4.4,4.6,4.4,64,105,2008-11-06
TOYOTA,Prius AWD,MID-SIZE,1.8,4,AV,X,4.5,4.9,4.7,60,109,2020-06-24
TOYOTA,Prius c,COMPACT,1.5,4,AV,X,4.9,5.5,5.1,55,120,2009-09-18
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS8,X,8.8,6.7,7.8,36,183,2016-01-02
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS8,X,9.2,7.1,8.3,34,190,2009-11-23
TOYOTA,RAV4 Hybrid AWD,SUV - SMALL,2.5,4,AV6,X,5.8,6.3,6.0,47,140,2008-04-17
TOYOTA,Sequoia 4WD,SUV - STANDARD,5.7,8,AS6,X,18.4,13.8,16.4,17,384,2000-08-05
TOYOTA,Sienna,MINIVAN,3.5,6,AS8,X,12.4,8.9,10.8,26,254,2018-05-23
TOYOTA,Sienna AWD,MINIVAN,3.5,6,AS8,X,13.4,9.6,11.7,24,274,2013-12-23
TOYOTA,Tacoma,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.1,10.1,11.2,25,263,2016-05-09
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,12.7,10.6,11.7,24,274,2004-05-19
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.0,10.5,11.9,24,278,2016-11-20
TOYOTA,Tacoma 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.4,12.7,22,299,2018-07-27
TOYOTA,Tacoma 4WD D-Cab Off-Road,PICKUP TRUCK - SMALL,3.5,6,M6,X,13.8,11.7,12.9,22,300,2005-07-30
TOYOTA,Tundra,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.7,13.6,15.9,18,371,2005-04-01
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.8,13.1,14.9,19,354,2010-11-20
TOYOTA,Tundra 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.0,14.1,16.3,17,382,2001-03-09
TOYOTA,Yaris,COMPACT,1.5,4,AS6,X,7.3,5.8,6.6,43,155,2005-07-07
TOYOTA,Yaris (SIL),COMPACT,1.5,4,M6,X,7.8,6.0,6.8,42,164,2010-04-20
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,A4,X,7.9,6.8,7.4,38,173,2013-02-01
TOYOTA,Yaris Hatchback,COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,169,2016-05-04
VOLKSWAGEN,Arteon 4MOTION,FULL-SIZE,2.0,4,AS8,Z,12.0,8.6,10.4,27,244,2017-11-08
VOLKSWAGEN,Atlas,SUV - SMALL,2.0,4,AS8,X,11.6,9.1,10.5,27,245,2016-02-19
VOLKSWAGEN,Atlas 4MOTION,SUV - STANDARD,3.6,6,AS8,X,13.8,10.2,12.2,23,286,2021-08-24
VOLKSWAGEN,Beetle,COMPACT,2.0,4,AS6,X,9.0,7.1,8.2,34,191,2009-04-22
VOLKSWAGEN,Beetle Convertible,SUBCOMPACT,2.0,4,AS6,X,9.0,7.1,8.2,34,191,2001-09-30
VOLKSWAGEN,Beetle Dune,COMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35,189,2018-07-24
VOLKSWAGEN,Beetle Dune Convertible,SUBCOMPACT,2.0,4,AS6,X,9.1,6.9,8.1,35,189,2020-12-31
VOLKSWAGEN,Golf,COMPACT,1.4,4,AS8,X,8.1,6.4,7.4,38,172,2016-11-07
VOLKSWAGEN,Golf,COMPACT,1.4,4,M6,X,8.2,6.3,7.4,38,172,2020-11-04
VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,AM7,X,9.6,7.5,8.6,33,202,2019-03-31
VOLKSWAGEN,Golf GTI,COMPACT,2.0,4,M6,X,9.8,7.3,8.7,32,203,2006-12-30
VOLKSWAGEN,Golf R,COMPACT,2.0,4,AM7,Z,10.2,7.9,9.2,31,213,2012-12-10
VOLKSWAGEN,Golf R,COMPACT,2.0,4,M6,Z,11.4,8.2,9.9,29,232,2019-10-03
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,AM6,X,10.7,8.0,9.4,30,220,2018-02-13
VOLKSWAGEN,Golf Alltrack,STATION WAGON - SMALL,1.8,4,M6,X,11.1,7.8,9.6,29,225,2019-09-22
VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,AS8,X,8.6,6.5,7.6,37,178,2013-05-01
VOLKSWAGEN,Golf SportWagen,STATION WAGON - SMALL,1.4,4,M6,X,8.2,6.3,7.4,38,172,2002-11-10
VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,AM6,X,10.8,8.1,9.6,29,224,2019-12-09
VOLKSWAGEN,Golf SportWagen 4MOTION,STATION WAGON - SMALL,1.8,4,M6,X,10.8,7.6,9.3,30,218,2002-11-10
VOLKSWAGEN,Jetta,COMPACT,1.4,4,AS8,X,7.8,5.9,7.0,40,162,2020-10-14
VOLKSWAGEN,Jetta,COMPACT,1.4,4,M6,X,7.9,5.9,7.0,40,163,2018-01-10
VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,AM7,X,9.3,7.2,8.4,34,196,2009-03-09
VOLKSWAGEN,Jetta GLI,COMPACT,2.0,4,M6,X,9.6,7.3,8.5,33,200,2021-07-09
VOLKSWAGEN,Passat,MID-SIZE,2.0,4,AS6,X,9.3,6.5,8.1,35,188,2007-09-05
VOLKSWAGEN,Tiguan,SUV - SMALL,2.0,4,AS8,X,10.7,8.0,9.5,30,221,2007-10-19
VOLKSWAGEN,Tiguan 4MOTION,SUV - SMALL,2.0,4,AS8,X,11.1,8.1,9.8,29,228,2019-10-13
VOLVO,S60 T5,COMPACT,2.0,4,AS8,Z,9.9,6.6,8.4,34,197,2019-10-06
VOLVO,S60 T6 AWD,COMPACT,2.0,4,AS8,Z,11.1,7.3,9.4,30,218,2000-04-13
VOLVO,S90 T5 AWD,MID-SIZE,2.0,4,AS8,Z,10.6,7.4,9.2,31,215,2017-01-24
VOLVO,S90 T6 AWD,MID-SIZE,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,2011-10-30
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,Z,9.9,6.6,8.4,34,197,2019-09-08
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,2006-06-12
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,10.8,7.6,9.3,30,218,2008-05-15
VOLVO,V90 T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,11.1,7.3,9.4,30,219,2003-08-08
VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,11.6,8.1,10.0,28,233,2002-09-11
VOLVO,XC40 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,10.3,7.5,9.0,31,211,2018-06-22
VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,2006-06-03
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Z,11.8,8.6,10.4,27,242,2021-09-26
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,2014-06-12
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Z,12.1,8.9,10.7,26,250,2015-01-05
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.9,7.0,8.6,33,199,2004-09-10
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.3,9.2,10.9,26,254,2000-06-29
ACURA,MDX SH-AWD A-SPEC,SUV - SMALL,3.5,6,AS9,Z,12.2,9.5,11.0,26,258,2009-09-20
ACURA,MDX Hybrid AWD,SUV - SMALL,3.0,6,AM7,Z,9.1,9.0,9.0,31,210,2017-04-10
ACURA,RDX AWD,SUV - SMALL,2.0,4,AS10,Z,11.0,8.6,9.9,29,232,2020-01-02
ACURA,RDX AWD A-SPEC,SUV - SMALL,2.0,4,AS10,Z,11.3,9.1,10.3,27,241,2005-11-27
ACURA,RLX Hybrid,MID-SIZE,3.5,6,AM7,Z,8.4,8.2,8.4,34,196,2002-02-09
ACURA,TLX A-SPEC,COMPACT,2.4,4,AM8,Z,10.2,7.4,8.9,32,209,2007-06-28
ACURA,TLX SH-AWD,COMPACT,3.5,6,AS9,Z,11.4,7.7,9.8,29,228,2004-12-08
ACURA,TLX SH-AWD A-SPEC/Limited Edition,COMPACT,3.5,6,AS9,Z,12.0,8.2,10.3,27,240,2012-10-25
ALFA ROMEO,4C Spider,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,197,2001-07-04
ALFA ROMEO,Giulia,MID-SIZE,2.0,4,A8,Z,10.0,7.2,8.7,32,205,2018-03-03
ALFA ROMEO,Giulia AWD,MID-SIZE,2.0,4,A8,Z,10.5,7.7,9.2,31,217,2014-04-03
ALFA ROMEO,Giulia Quadrifoglio,MID-SIZE,2.9,6,A8,Z,13.5,9.3,11.6,24,271,2019-01-07
ALFA ROMEO,Stelvio,SUV - SMALL,2.0,4,A8,Z,10.3,8.1,9.3,30,218,2006-03-30
ALFA ROMEO,Stelvio AWD,SUV - SMALL,2.0,4,A8,Z,10.8,8.3,9.6,29,226,2016-08-23
ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Z,13.9,10.3,12.3,23,288,2015-03-29
ASTON MARTIN,DB11 V8,MINICOMPACT,4.0,8,A8,Z,13.0,9.8,11.5,25,271,2016-01-29
ASTON MARTIN,DB11 AMR,MINICOMPACT,5.2,12,A8,Z,15.5,10.6,13.3,21,312,2002-10-29
ASTON MARTIN,DBS Superleggera,MINICOMPACT,5.2,12,A8,Z,16.4,10.7,13.8,20,324,2021-03-27
ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,A8,Z,13.1,9.6,11.5,25,270,2000-03-14
ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,M7,Z,16.7,11.2,14.2,20,333,2014-12-06
AUDI,A3,SUBCOMPACT,2.0,4,AM7,X,8.8,6.5,7.8,36,182,2001-04-29
AUDI,A3 quattro,SUBCOMPACT,2.0,4,AM7,X,10.8,8.0,9.5,30,224,2019-08-30
AUDI,A3 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,X,10.8,8.0,9.5,30,224,2012-09-13
AUDI,A4 quattro,COMPACT,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,2001-08-02
AUDI,A4 allroad quattro,STATION WAGON - SMALL,2.0,4,AM7,Z,10.0,7.4,8.8,32,206,2001-10-02
AUDI,A5 quattro,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,2002-11-16
AUDI,A5 Cabriolet quattro,SUBCOMPACT,2.0,4,AM7,Z,10.0,7.4,8.8,32,206,2006-12-29
AUDI,A5 Sportback quattro,MID-SIZE,2.0,4,AM7,Z,10.0,7.3,8.8,32,205,2018-04-29
AUDI,A6 quattro,MID-SIZE,2.0,4,AM7,Z,9.8,7.4,8.7,32,205,2002-12-15
AUDI,A6 quattro,MID-SIZE,3.0,6,AM7,Z,10.9,8.2,9.7,29,226,2008-07-29
AUDI,A6 allroad,MID-SIZE,3.0,6,AM7,Z,11.8,9.1,10.6,27,247,2008-09-03
AUDI,A7 quattro,MID-SIZE,3.0,6,AM7,Z,10.9,8.2,9.7,29,226,2011-03-01
AUDI,A8L,FULL-SIZE,3.0,6,AS8,Z,13.5,8.9,11.5,25,267,2001-01-17
AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,15.4,10.4,13.2,21,308,2007-01-28
AUDI,Q3 quattro,SUV - SMALL,2.0,4,AS8,X,12.3,8.6,10.6,27,248,2021-04-27
AUDI,Q5,SUV - SMALL,2.0,4,AM7,Z,10.7,8.4,9.7,29,226,2009-08-10
AUDI,Q7,SUV - STANDARD,3.0,6,AS8,Z,13.8,11.4,12.7,22,296,2018-02-28
AUDI,Q8,SUV - STANDARD,3.0,6,AS8,Z,13.8,11.4,12.7,22,296,2007-12-21
AUDI,R8 Coupe,TWO-SEATER,5.2,10,AM7,Z,17.5,11.7,14.9,19,347,2000-07-18
AUDI,R8 Spyder,TWO-SEATER,5.2,10,AM7,Z,17.5,11.7,14.9,19,347,2015-03-23
AUDI,RS 3,SUBCOMPACT,2.5,5,AM7,Z,12.1,8.4,10.4,27,243,2010-07-26
AUDI,S3,SUBCOMPACT,2.0,4,AM7,Z,10.7,8.0,9.5,30,222,2010-08-15
AUDI,S4,COMPACT,3.0,6,AS8,Z,11.8,8.9,10.5,27,245,2015-08-19
AUDI,S5,SUBCOMPACT,3.0,6,AS8,Z,11.8,8.9,10.5,27,245,2017-03-25
AUDI,S5 Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,12.1,9.1,10.8,26,252,2008-12-20
AUDI,S5 Sportback,MID-SIZE,3.0,6,AS8,Z,11.8,8.9,10.5,27,245,2014-11-09
AUDI,S6,MID-SIZE,2.9,6,AS8,Z,12.9,8.5,10.9,26,255,2012-06-25
AUDI,S7,MID-SIZE,2.9,6,AS8,Z,12.9,8.5,10.9,26,255,2016-05-20
AUDI,S8,FULL-SIZE,4.0,8,AS8,Z,17.6,10.7,14.5,19,339,2018-05-29
AUDI,SQ5,SUV - SMALL,3.0,6,AS8,Z,13.1,10.3,11.8,24,276,2018-06-20
AUDI,TT Coupe quattro,SUBCOMPACT,2.0,4,AM7,X,10.3,7.7,9.1,31,213,2015-08-16
AUDI,TT Roadster quattro,TWO-SEATER,2.0,4,AM7,X,10.3,7.7,9.1,31,213,2013-03-29
AUDI,TT RS,SUBCOMPACT,2.5,5,AM7,Z,12.1,8.2,10.3,27,241,2018-08-16
AUDI,TTS Coupe,SUBCOMPACT,2.0,4,AM7,Z,10.4,8.2,9.4,30,220,2020-12-24
BENTLEY,Bentayga,SUV - STANDARD,4.0,8,AS8,Z,16.4,10.1,13.6,21,315,2014-11-07
BENTLEY,Bentayga,SUV - STANDARD,6.0,12,AS8,Z,20.0,13.8,17.2,16,401,2016-09-13
BENTLEY,Continental GT,COMPACT,4.0,8,AM8,Z,15.1,9.1,12.4,23,291,2011-06-26
BENTLEY,Continental GT,COMPACT,6.0,12,AM8,Z,19.0,11.6,15.7,18,364,2017-10-28
BENTLEY,Continental GT Convertible,SUBCOMPACT,4.0,8,AM8,Z,15.1,9.1,12.4,23,291,2008-10-11
BENTLEY,Continental GT Convertible,SUBCOMPACT,6.0,12,AM8,Z,19.2,12.2,16.0,18,373,2004-01-27
BENTLEY,Flying Spur,MID-SIZE,6.0,12,AM8,Z,19.2,12.2,16.0,18,373,2007-07-12
BMW,230i Cabriolet,SUBCOMPACT,2.0,4,AS8,Z,10.1,7.0,8.7,32,204,2016-02-10
BMW,230i xDrive Cabriolet,SUBCOMPACT,2.0,4,AS8,Z,10.9,7.5,9.4,30,219,2001-11-29
BMW,230i Coupe,SUBCOMPACT,2.0,4,AS8,Z,9.5,7.4,8.5,33,200,2021-11-10
BMW,230i xDrive Coupe,SUBCOMPACT,2.0,4,AS8,Z,10.9,7.5,9.4,30,219,2000-07-10
BMW,330i xDrive Sedan,COMPACT,2.0,4,AS8,Z,9.5,6.9,8.3,34,195,2016-06-22
BMW,430i xDrive Cabriolet,SUBCOMPACT,2.0,4,AS8,Z,10.6,7.3,9.1,31,213,2007-03-07
BMW,430i Coupe,COMPACT,2.0,4,AS8,Z,10.1,7.0,8.7,32,204,2001-03-30
BMW,430i xDrive Coupe,COMPACT,2.0,4,AS8,Z,10.9,7.5,9.4,30,219,2019-09-18
BMW,430i xDrive Gran Coupe,COMPACT,2.0,4,AS8,Z,10.9,7.5,9.4,30,219,2015-07-10
BMW,440i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,12.4,8.5,10.7,26,249,2021-07-29
BMW,440i Coupe,COMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,2000-12-17
BMW,440i xDrive Coupe,COMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2007-06-30
BMW,440i xDrive Coupe,COMPACT,3.0,6,M6,Z,13.0,8.5,11.0,26,257,2011-12-10
BMW,440i xDrive Gran Coupe,COMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2002-06-07
BMW,530i xDrive Sedan,MID-SIZE,2.0,4,AS8,Z,9.9,7.5,8.8,32,206,2018-08-08
BMW,540i xDrive Sedan,MID-SIZE,3.0,6,AS8,Z,10.7,8.1,9.5,30,222,2013-01-11
BMW,750i xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,2019-01-18
